"","a1","a1a1","a2","a2a2","a3","a3a3","a4a4","a5a5","a6a6","a7a7","a8a8","a9a9","b1b1","b2","b3","b4","b5","b5a1","b5b2","b5b5","cluster"
"977",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,12,0,6,7,27
"978",11,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,18,0,0,0,3
"979",7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,15,0,5,8,13
"98",7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,28,0,0,0,3
"980",5,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,19,0,0,9,15
"981",13,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,25,0,0,0,3
"982",6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,6,0,0,9,2
"983",9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,10,0,0,6,15
"984",13,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,19,0,8,6,13
"985",8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,22,0,0,0,3
"986",7,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,0,0,8,2
"987",9,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,38,0,0,0,3
"988",8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,21,0,5,0,10
"989",8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,11,0,0,0,3
"99",6,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,20,0,0,0,3
"990",8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,10,0,5,7,13
"991",6,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,12,0,0,9,15
"992",12,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,23,0,0,0,3
"993",13,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,21,0,0,0,3
"994",10,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,19,0,0,9,15
"995",9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,7,0,0,10,2
"996",7,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,15,0,10,14,13
"997",7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,7,0,5,7,13
"998",5,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,19,0,0,10,15
"999",11,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,26,0,0,0,3
